AvgHorLen,AvgVertLen,minLenHor,maxLenHor,maxLenVert,minLenVert,ForgeOrReal,dbAvgHor,dbAvgVert,dbAvgMinHor,dbAvgMaxHor,dbAvgMinVert,dbAvgMaxVert
218.9185522948639,110.67654933990677,101.0,779.2355228042418,127.47548783981962,101.83319694480774,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
245.37718223410815,195.7051507523906,101.00495037373169,820.7045753497418,406.51937223212377,101.0,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
173.7530341010799,142.753417722634,101.00495037373169,404.1002350902558,214.75800334329801,106.90182411914213,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
242.68987840370005,123.10612904662851,101.0,608.0008223678649,193.33132182861627,101.01980003939822,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
228.14583209381087,121.59165259985261,101.00495037373169,828.3103283190425,145.09651959988565,106.89246933250256,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
236.49176253202273,142.43416880348397,101.0,951.7357826623942,341.915194163699,101.00495037373169,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
298.16104949179527,138.02504268442652,101.00495037373169,907.0049613976762,236.00211863455803,105.26157893552613,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
177.11280365448175,195.77908901499433,101.00495037373169,528.0340898086032,413.4150456865352,101.04454463255303,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
189.3768490833079,161.1144903646403,101.0,904.0138273278789,384.2460149435515,101.24228365658294,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
232.94846845679783,220.31316669015456,101.00495037373169,925.728361885926,412.21596281560954,105.08092119885512,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
191.77575391911606,113.73298641223214,101.00495037373169,559.0965927279472,149.91330828182,101.59724405711013,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
223.35731649570968,122.35115281867824,101.00495037373169,615.0008130075927,168.01190434013895,101.01980003939822,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
203.30108860588138,152.04566231927768,101.0,789.2806851811338,273.00183149568795,104.00480758118829,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
242.4251178776126,117.96224911399538,101.01980003939822,882.1893220845512,156.97452022541748,101.00495037373169,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
196.6938535660154,129.12011011273057,101.00495037373169,733.9734327617042,175.2369823981228,115.48592987892508,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
189.52422885853161,124.97160850603797,101.0,491.40716315495445,148.12157169028418,102.96115772464877,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
195.80822821047508,152.28349453162718,101.0,929.6477827650642,365.90299260869676,101.01980003939822,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
259.81518253280166,115.41636436737132,101.00495037373169,667.0,124.53513560437472,107.91200118615167,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
206.37394315708005,161.93536344000734,101.0,944.2467897747919,407.86762558457616,104.80935072788114,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
273.7105671560444,114.52971537287124,126.58988901172162,702.0156693407919,131.24404748406687,102.0196059588548,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
177.22305595842096,144.92472422265467,101.00495037373169,694.1447975746847,389.71784665319086,101.31633629380802,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
248.4666057405485,168.18976460745358,101.00495037373169,964.8860036294443,288.9792380085462,101.00495037373169,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
190.10086577817754,212.48463543103009,101.00495037373169,947.4217645800628,376.9204160031664,102.0196059588548,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
238.19026993116833,167.7446266160181,101.00495037373169,940.4169288140234,458.2630249103674,101.31633629380802,1,150.84975686095865,101.40546613974564,69.9908284080961,529.0741786402962,70.82209844915972,185.4190138964615
122.58361914869792,164.74828362590267,101.00495037373169,269.3566409056959,377.27046001509314,101.1236866416568,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
141.34387189576609,145.29367712334505,101.59724405711013,218.40329667841556,212.2192262732102,115.45128842936315,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
131.16210091119453,127.41846398103814,101.71037311896953,206.47518010647187,216.6217902243447,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
142.18877975880326,128.68900358086228,101.1236866416568,297.27092020579477,193.2097306038182,101.1236866416568,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
128.67179504194888,161.6650214847074,104.38869670610895,255.85347369148616,339.17104829274564,108.90821823902914,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
124.66852351891905,216.3560964012533,101.71037311896953,226.2211307548435,300.3747659175118,103.16006979447037,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
123.47736435107407,165.43881093937935,101.83319694480774,199.46177578674065,213.693706037403,101.40019723846694,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
128.5219175107339,167.98284792682273,102.59142264341595,254.02558926218438,315.2919282189127,103.16006979447037,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
125.98479907824496,146.7418445641109,101.83319694480774,257.26251184344756,303.349633261687,101.04454463255303,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
127.18371858047736,147.53675734825464,101.59724405711013,237.43841306747314,285.8548582760139,101.1236866416568,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
125.51870013709393,163.79188657839475,101.71037311896953,262.37377917772193,400.2898949511466,101.07917688624102,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
218.9185522948639,110.67654933990677,101.0,779.2355228042418,127.47548783981962,101.83319694480774,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
245.37718223410815,195.7051507523906,101.00495037373169,820.7045753497418,406.51937223212377,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
173.7530341010799,142.753417722634,101.00495037373169,404.1002350902558,214.75800334329801,106.90182411914213,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
242.68987840370005,123.10612904662851,101.0,608.0008223678649,193.33132182861627,101.01980003939822,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
228.14583209381087,121.59165259985261,101.00495037373169,828.3103283190425,145.09651959988565,106.89246933250256,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
236.49176253202273,142.43416880348397,101.0,951.7357826623942,341.915194163699,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
298.16104949179527,138.02504268442652,101.00495037373169,907.0049613976762,236.00211863455803,105.26157893552613,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
177.11280365448175,195.77908901499433,101.00495037373169,528.0340898086032,413.4150456865352,101.04454463255303,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
189.3768490833079,161.1144903646403,101.0,904.0138273278789,384.2460149435515,101.24228365658294,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
232.94846845679783,220.31316669015456,101.00495037373169,925.728361885926,412.21596281560954,105.08092119885512,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
191.77575391911606,113.73298641223214,101.00495037373169,559.0965927279472,149.91330828182,101.59724405711013,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
223.35731649570968,122.35115281867824,101.00495037373169,615.0008130075927,168.01190434013895,101.01980003939822,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
203.30108860588138,152.04566231927768,101.0,789.2806851811338,273.00183149568795,104.00480758118829,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
242.4251178776126,117.96224911399538,101.01980003939822,882.1893220845512,156.97452022541748,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
196.6938535660154,129.12011011273057,101.00495037373169,733.9734327617042,175.2369823981228,115.48592987892508,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
189.52422885853161,124.97160850603797,101.0,491.40716315495445,148.12157169028418,102.96115772464877,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
195.80822821047508,152.28349453162718,101.0,929.6477827650642,365.90299260869676,101.01980003939822,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
259.81518253280166,115.41636436737132,101.00495037373169,667.0,124.53513560437472,107.91200118615167,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
206.37394315708005,161.93536344000734,101.0,944.2467897747919,407.86762558457616,104.80935072788114,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
273.7105671560444,114.52971537287124,126.58988901172162,702.0156693407919,131.24404748406687,102.0196059588548,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
177.22305595842096,144.92472422265467,101.00495037373169,694.1447975746847,389.71784665319086,101.31633629380802,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
248.4666057405485,168.18976460745358,101.00495037373169,964.8860036294443,288.9792380085462,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
190.10086577817754,212.48463543103009,101.00495037373169,947.4217645800628,376.9204160031664,102.0196059588548,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
238.19026993116833,167.7446266160181,101.00495037373169,940.4169288140234,458.2630249103674,101.31633629380802,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
270.43386488466365,132.76557916694935,101.0,851.0287891722583,289.0017300986276,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
228.2817666837599,142.29038494853728,101.00495037373169,544.0036764581652,381.81147180251145,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
274.72388927531847,0,102.0,595.0,0,0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
247.1112769988775,118.19878088135107,101.0,777.3403373040666,167.2602762164406,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
223.24836573921567,135.75099716402403,101.00495037373169,542.7752757817917,213.92522057952868,103.58571330062848,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
217.03052613119036,117.97529301857561,101.0,683.0592946443229,158.00316452527144,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
234.2598154032022,115.76528499584062,101.00495037373169,566.773323296007,223.1815404552984,102.04410811016969,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
230.5628217765115,148.68537191493712,101.00495037373169,926.4987857520375,275.5884612969128,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
217.5832011108507,118.11263807719888,101.0,470.00425529988553,234.2584043316269,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
268.69259266331056,132.0663219443953,101.0,938.2718156270068,383.69388840584884,101.96568050084302,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
209.52308857347091,113.0803550194158,101.04454463255303,559.0465096930666,167.29614460590537,101.17806086301516,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
255.32002178386523,138.98215604392328,101.0,980.8832754206792,238.0,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
232.84297006530298,128.94740272663898,101.0,687.3521659236989,216.9469981354893,101.0,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
236.56172023805462,152.34889249164058,101.0,716.6770541882864,428.78899239602686,101.07917688624102,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
292.3574449690103,129.8288024784978,101.0,735.0006802717941,258.15692901799093,101.83319694480774,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
208.20604773461642,115.9399992009866,101.00495037373169,420.2011423116315,150.0133327407934,101.24228365658294,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
238.7616085579871,126.54253675326072,101.0,925.818556737766,202.00247523235947,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
256.0665999547856,132.51276625315245,101.00495037373169,843.4322735110389,237.25513693068902,102.0196059588548,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
250.6697251087832,127.86174038411393,101.0,926.0,242.7055829600959,101.01980003939822,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
227.76059921233005,135.21426306150778,107.00467279516349,479.00417534714666,201.9925741209315,101.40019723846694,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
247.8723126835118,147.53702492491232,101.00495037373169,692.6131676484356,351.0056979594491,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
252.47071463409694,133.0771945758525,101.0,755.0,212.00943375236866,109.5627673984187,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
216.26270963229913,164.88520625582044,101.0,681.0066078974564,489.71828636472213,101.00495037373169,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
264.7285627283578,108.61220013272847,101.0,720.2777242147642,137.6154061142865,102.0196059588548,1,98.32766519565041,51.13527444769933,41.20481135667523,288.424896381378,39.66059235127016,99.32595166174872
122.58361914869792,164.74828362590267,101.00495037373169,269.3566409056959,377.27046001509314,101.1236866416568,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
141.34387189576609,145.29367712334505,101.59724405711013,218.40329667841556,212.2192262732102,115.45128842936315,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
131.16210091119453,127.41846398103814,101.71037311896953,206.47518010647187,216.6217902243447,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
142.18877975880326,128.68900358086228,101.1236866416568,297.27092020579477,193.2097306038182,101.1236866416568,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
128.67179504194888,161.6650214847074,104.38869670610895,255.85347369148616,339.17104829274564,108.90821823902914,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
124.66852351891905,216.3560964012533,101.71037311896953,226.2211307548435,300.3747659175118,103.16006979447037,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
123.47736435107407,165.43881093937935,101.83319694480774,199.46177578674065,213.693706037403,101.40019723846694,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
128.5219175107339,167.98284792682273,102.59142264341595,254.02558926218438,315.2919282189127,103.16006979447037,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
125.98479907824496,146.7418445641109,101.83319694480774,257.26251184344756,303.349633261687,101.04454463255303,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
127.18371858047736,147.53675734825464,101.59724405711013,237.43841306747314,285.8548582760139,101.1236866416568,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
125.51870013709393,163.79188657839475,101.71037311896953,262.37377917772193,400.2898949511466,101.07917688624102,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
218.9185522948639,110.67654933990677,101.0,779.2355228042418,127.47548783981962,101.83319694480774,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
245.37718223410815,195.7051507523906,101.00495037373169,820.7045753497418,406.51937223212377,101.0,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
173.7530341010799,142.753417722634,101.00495037373169,404.1002350902558,214.75800334329801,106.90182411914213,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
242.68987840370005,123.10612904662851,101.0,608.0008223678649,193.33132182861627,101.01980003939822,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
228.14583209381087,121.59165259985261,101.00495037373169,828.3103283190425,145.09651959988565,106.89246933250256,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
236.49176253202273,142.43416880348397,101.0,951.7357826623942,341.915194163699,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
298.16104949179527,138.02504268442652,101.00495037373169,907.0049613976762,236.00211863455803,105.26157893552613,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
177.11280365448175,195.77908901499433,101.00495037373169,528.0340898086032,413.4150456865352,101.04454463255303,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
189.3768490833079,161.1144903646403,101.0,904.0138273278789,384.2460149435515,101.24228365658294,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
232.94846845679783,220.31316669015456,101.00495037373169,925.728361885926,412.21596281560954,105.08092119885512,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
191.77575391911606,113.73298641223214,101.00495037373169,559.0965927279472,149.91330828182,101.59724405711013,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
223.35731649570968,122.35115281867824,101.00495037373169,615.0008130075927,168.01190434013895,101.01980003939822,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
203.30108860588138,152.04566231927768,101.0,789.2806851811338,273.00183149568795,104.00480758118829,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
242.4251178776126,117.96224911399538,101.01980003939822,882.1893220845512,156.97452022541748,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
196.6938535660154,129.12011011273057,101.00495037373169,733.9734327617042,175.2369823981228,115.48592987892508,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
189.52422885853161,124.97160850603797,101.0,491.40716315495445,148.12157169028418,102.96115772464877,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
195.80822821047508,152.28349453162718,101.0,929.6477827650642,365.90299260869676,101.01980003939822,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
259.81518253280166,115.41636436737132,101.00495037373169,667.0,124.53513560437472,107.91200118615167,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
206.37394315708005,161.93536344000734,101.0,944.2467897747919,407.86762558457616,104.80935072788114,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
273.7105671560444,114.52971537287124,126.58988901172162,702.0156693407919,131.24404748406687,102.0196059588548,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
177.22305595842096,144.92472422265467,101.00495037373169,694.1447975746847,389.71784665319086,101.31633629380802,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
248.4666057405485,168.18976460745358,101.00495037373169,964.8860036294443,288.9792380085462,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
190.10086577817754,212.48463543103009,101.00495037373169,947.4217645800628,376.9204160031664,102.0196059588548,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
238.19026993116833,167.7446266160181,101.00495037373169,940.4169288140234,458.2630249103674,101.31633629380802,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
270.43386488466365,132.76557916694935,101.0,851.0287891722583,289.0017300986276,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
228.2817666837599,142.29038494853728,101.00495037373169,544.0036764581652,381.81147180251145,101.00495037373169,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
274.72388927531847,0,102.0,595.0,0,0,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
247.1112769988775,118.19878088135107,101.0,777.3403373040666,167.2602762164406,101.0,1,69.2552374328004,41.86473335970771,29.641397429458316,228.73760914879776,29.55130217466987,82.04802443213899
